chromosome,gene_id,locus_tag,gene_name,cds_start,cds_end,strand,product,protein_id,cds_length
NC_000962.3,Rv3221c,Rv3221c,TB7.3,3597554,3597766,-,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,NP_217737.1,213
NC_000962.3,Rv3221A,Rv3221A,rshA,3598054,3598356,-,anti-sigma factor RshA,YP_177945.1,303
NC_000962.3,Rv3222c,Rv3222c,,3598356,3598904,-,hypothetical protein,NP_217738.1,549
NC_000962.3,Rv3223c,Rv3223c,sigH,3598904,3599551,-,ECF RNA polymerase sigma factor SigH,NP_217739.1,648
NC_000962.3,Rv3224,Rv3224,,3599851,3600696,+,iron-regulated short-chain dehydrogenase/reductase,NP_217740.1,846
NC_000962.3,Rv3225c,Rv3225c,,3601019,3602440,-,GCN5-like N-acetyltransferase,NP_217742.1,1422
NC_000962.3,Rv3226c,Rv3226c,,3602567,3603322,-,hypothetical protein,NP_217743.1,756
NC_000962.3,Rv3227,Rv3227,aroA,3603377,3604726,+,3-phosphoshikimate 1-carboxyvinyltransferase,NP_217744.1,1350
NC_000962.3,Rv3228,Rv3228,,3604726,3605715,+,hypothetical protein,NP_217745.1,990
NC_000962.3,Rv3229c,Rv3229c,desA3,3605754,3607034,-,stearoyl-CoA 9-desaturase,YP_177948.1,1281
NC_000962.3,Rv3230c,Rv3230c,,3607115,3608254,-,stearoyl-CoA 9-desaturase electron transfer protein,NP_217747.1,1140
NC_000962.3,Rv3231c,Rv3231c,,3608367,3608873,-,hypothetical protein,NP_217748.1,507
NC_000962.3,Rv3232c,Rv3232c,ppk2,3608873,3609757,-,polyphosphate kinase,NP_217749.1,885
NC_000962.3,Rv3234c,Rv3234c,tgs3,3610377,3611189,-,diacyglycerol O-acyltransferase,NP_217751.1,813
NC_000962.3,Rv3235,Rv3235,,3611300,3611938,+,hypothetical protein,NP_217752.1,639
NC_000962.3,Rv3236c,Rv3236c,,3611962,3613116,-,integral membrane transport protein,YP_177949.1,1155
NC_000962.3,Rv3237c,Rv3237c,,3613124,3613603,-,hypothetical protein,NP_217754.1,480
NC_000962.3,Rv3238c,Rv3238c,,3613667,3614398,-,integral membrane protein,NP_217755.1,732
NC_000962.3,Rv3239c,Rv3239c,,3614460,3617603,-,transmembrane transport protein,NP_217756.1,3144
NC_000962.3,Rv3240c,Rv3240c,secA1,3617685,3620531,-,protein translocase subunit SecA,YP_177950.1,2847
NC_000962.3,Rv3241c,Rv3241c,,3620613,3621254,-,hypothetical protein,NP_217758.3,642
NC_000962.3,Rv3242c,Rv3242c,,3621573,3622211,-,hypothetical protein,NP_217759.1,639
NC_000962.3,Rv3243c,Rv3243c,,3622252,3623091,-,hypothetical protein,NP_217760.1,840
NC_000962.3,Rv3244c,Rv3244c,lpqB,3623162,3624910,-,lipoprotein LpqB,NP_217761.1,1749
NC_000962.3,Rv3245c,Rv3245c,mtrB,3624913,3626613,-,two component sensory histidine kinase MtrB,NP_217762.1,1701
NC_000962.3,Rv3246c,Rv3246c,mtrA,3626666,3627349,-,two component DNA-binding response regulator MtrA,NP_217763.1,684
NC_000962.3,Rv3247c,Rv3247c,tmk,3627422,3628063,-,thymidylate kinase,NP_217764.1,642
NC_000962.3,Rv3248c,Rv3248c,sahH,3628163,3629647,-,adenosylhomocysteinase,NP_217765.1,1485
NC_000962.3,Rv3249c,Rv3249c,,3629755,3630387,-,TetR family transcriptional regulator,NP_217766.1,633
NC_000962.3,Rv3250c,Rv3250c,rubB,3630387,3630566,-,rubredoxin RubB,NP_217767.1,180
NC_000962.3,Rv3251c,Rv3251c,rubA,3630574,3630738,-,rubredoxin RubA,NP_217768.1,165
NC_000962.3,Rv3252c,Rv3252c,alkB,3630741,3631988,-,transmembrane alkane 1-monooxygenase AlkB,NP_217769.1,1248
NC_000962.3,Rv3253c,Rv3253c,,3632100,3633584,-,cationic amino acid transport integral membrane protein,NP_217770.1,1485
NC_000962.3,Rv3254,Rv3254,,3633675,3635060,+,hypothetical protein,NP_217771.1,1386
NC_000962.3,Rv3255c,Rv3255c,manA,3635044,3636267,-,mannose-6-phosphate isomerase,NP_217772.1,1224
NC_000962.3,Rv3256c,Rv3256c,,3636278,3637315,-,hypothetical protein,NP_217773.1,1038
NC_000962.3,Rv3257c,Rv3257c,pmmA,3637315,3638709,-,phosphomannomutase PmmA,NP_217774.1,1395
NC_000962.3,Rv3258c,Rv3258c,,3638814,3639302,-,hypothetical protein,NP_217775.1,489
NC_000962.3,Rv3259,Rv3259,,3639425,3639841,+,hypothetical protein,NP_217776.1,417
NC_000962.3,Rv3260c,Rv3260c,whiB2,3639875,3640141,-,transcriptional regulator WhiB2,NP_217777.1,267
NC_000962.3,Rv3261,Rv3261,fbiA,3640543,3641535,+,2-phospho-L-lactate transferase,NP_217778.1,993
NC_000962.3,Rv3262,Rv3262,fbiB,3641535,3642878,+,coenzyme F420:L-glutamate ligase,NP_217779.1,1344
NC_000962.3,Rv3263,Rv3263,,3643177,3644835,+,DNA methylase,NP_217780.1,1659
NC_000962.3,Rv3264c,Rv3264c,manB,3644901,3645977,-,D-alpha-D-mannose-1-phosphate guanylyltransferase ManB,YP_177951.1,1077
NC_000962.3,Rv3265c,Rv3265c,wbbL1,3645982,3646884,-,N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase,YP_177952.3,903
NC_000962.3,Rv3266c,Rv3266c,rmlD,3646898,3647809,-,dTDP-4-dehydrorhamnose reductase,NP_217783.1,912
NC_000962.3,Rv3267,Rv3267,,3647885,3649378,+,hypothetical protein,NP_217784.1,1494
NC_000962.3,Rv3268,Rv3268,,3649420,3650106,+,hypothetical protein,NP_217785.3,687
NC_000962.3,Rv3269,Rv3269,,3650234,3650512,+,hypothetical protein,NP_217786.1,279
NC_000962.3,Rv3270,Rv3270,ctpC,3650526,3652679,+,manganese/zinc-exporting P-type ATPase,NP_217787.1,2154
NC_000962.3,Rv3271c,Rv3271c,,3652682,3653347,-,integral membrane protein,NP_217788.1,666
NC_000962.3,Rv3272,Rv3272,,3653448,3654629,+,hypothetical protein,NP_217789.1,1182
NC_000962.3,Rv3273,Rv3273,,3654637,3656928,+,transmembrane carbonic anhydrase,NP_217790.1,2292
NC_000962.3,Rv3274c,Rv3274c,fadE25,3656923,3658089,-,acyl-CoA dehydrogenase,NP_217791.1,1167
NC_000962.3,Rv3275c,Rv3275c,purE,3658117,3658638,-,5-(carboxyamino)imidazole ribonucleotide mutase,NP_217792.1,522
NC_000962.3,Rv3276c,Rv3276c,purK,3658638,3659924,-,5-(carboxyamino)imidazole ribonucleotide synthase,NP_217793.1,1287
NC_000962.3,Rv3277,Rv3277,,3659878,3660693,+,transmembrane protein,NP_217794.1,816
NC_000962.3,Rv3278c,Rv3278c,,3660654,3661169,-,transmembrane protein,NP_217795.1,516
NC_000962.3,Rv3279c,Rv3279c,birA,3661215,3662012,-,bifunctional biotin operon repressor/biotin--[acetyl-CoA-carboxylase] synthetase,NP_217796.1,798
NC_000962.3,Rv3280,Rv3280,accD5,3662062,3663705,+,propionyl-CoA carboxylase subunit beta,NP_217797.1,1644
NC_000962.3,Rv3281,Rv3281,accE5,3663689,3664219,+,bifunctional protein acetyl-/propionyl-CoAcarboxylase subunit epsilon AccE,NP_217798.1,531
NC_000962.3,Rv3282,Rv3282,,3664219,3664884,+,hypothetical protein,NP_217799.1,666
NC_000962.3,Rv3283,Rv3283,sseA,3664928,3665818,+,thiosulfate sulfurtransferase SseA,NP_217800.1,891
NC_000962.3,Rv3284,Rv3284,,3665818,3666246,+,hypothetical protein,NP_217801.1,429
NC_000962.3,Rv3285,Rv3285,accA3,3666357,3668156,+,bifunctional protein acetyl-/propionyl-CoA carboxylase subunit alpha AccA,NP_217802.1,1800
NC_000962.3,Rv3286c,Rv3286c,sigF,3668172,3668954,-,RNA polymerase sigma factor SigF,NP_217803.1,783
NC_000962.3,Rv3287c,Rv3287c,rsbW,3668954,3669388,-,anti-sigma factor RsbW,NP_217804.4,435
NC_000962.3,Rv3288c,Rv3288c,usfY,3669589,3669999,-,hypothetical protein,NP_217805.1,411
NC_000962.3,Rv3289c,Rv3289c,,3670037,3670411,-,transmembrane protein,NP_217806.1,375
NC_000962.3,Rv3290c,Rv3290c,lat,3670448,3671794,-,L-lysine-epsilon aminotransferase,NP_217807.1,1347
NC_000962.3,Rv3291c,Rv3291c,lrpA,3671848,3672297,-,transcriptional regulator LrpA,NP_217808.1,450
NC_000962.3,Rv3292,Rv3292,,3672328,3673572,+,hypothetical protein,NP_217809.1,1245
NC_000962.3,Rv3293,Rv3293,pcd,3673602,3675083,+,piperideine-6-carboxylic acid dehydrogenase,YP_177953.1,1482
NC_000962.3,Rv3294c,Rv3294c,,3675189,3675995,-,hypothetical protein,YP_177954.1,807
NC_000962.3,Rv3295,Rv3295,,3676066,3676728,+,TetR family transcriptional regulator,NP_217812.1,663
NC_000962.3,Rv3296,Rv3296,lhr,3676775,3681313,+,ATP-dependent helicase,NP_217813.1,4539
NC_000962.3,Rv3297,Rv3297,nei,3681320,3682084,+,endonuclease VIII,NP_217814.1,765
NC_000962.3,Rv3298c,Rv3298c,lpqC,3682113,3683024,-,esterase LpqC,NP_217815.1,912
NC_000962.3,Rv3299c,Rv3299c,atsB,3683054,3685963,-,arylsulfatase AtsB,NP_217816.1,2910
NC_000962.3,Rv3300c,Rv3300c,,3685986,3686900,-,hypothetical protein,NP_217817.1,915
NC_000962.3,Rv3301c,Rv3301c,phoY1,3686915,3687577,-,phosphate transport system transcriptional regulator PhoY,NP_217818.1,663
NC_000962.3,Rv3302c,Rv3302c,glpD2,3687688,3689442,-,glycerol-3-phosphate dehydrogenase,NP_217819.1,1755
NC_000962.3,Rv3303c,Rv3303c,lpdA,3689460,3690938,-,NAD(P)H quinone reductase LpdA,NP_217820.1,1479
NC_000962.3,Rv3304,Rv3304,,3691141,3691617,+,hypothetical protein,NP_217821.1,477
NC_000962.3,Rv3305c,Rv3305c,amiA1,3691642,3692808,-,N-acyl-L-amino acid amidohydrolase AmiA,YP_177955.1,1167
NC_000962.3,Rv3306c,Rv3306c,amiB1,3692808,3693989,-,amidase AmiB,YP_177956.1,1182
NC_000962.3,Rv3307,Rv3307,deoD,3694054,3694857,+,purine nucleoside phosphorylase,NP_217824.1,804
NC_000962.3,Rv3308,Rv3308,pmmB,3694864,3696465,+,phosphomannomutase PmmB,NP_217825.1,1602
NC_000962.3,Rv3309c,Rv3309c,upp,3696473,3697093,-,uracil phosphoribosyltransferase,NP_217826.1,621
NC_000962.3,Rv3310,Rv3310,sapM,3697198,3698094,+,acid phosphatase,NP_217827.1,897
NC_000962.3,Rv3311,Rv3311,,3698121,3699380,+,hypothetical protein,NP_217828.1,1260
NC_000962.3,Rv3312c,Rv3312c,,3699407,3700330,-,hypothetical protein,NP_217829.1,924
NC_000962.3,Rv3312b,Rv3312b,,3700359,3700526,-,hypothetical protein,YP_009030045.1,168
NC_000962.3,Rv3312A,Rv3312A,,3700708,3701016,-,pilin,YP_177957.1,309
NC_000962.3,Rv3313c,Rv3313c,add,3701090,3702184,-,adenosine deaminase,NP_217830.1,1095
NC_000962.3,Rv3314c,Rv3314c,deoA,3702187,3703467,-,thymidine phosphorylase,NP_217831.1,1281
NC_000962.3,Rv3315c,Rv3315c,cdd,3703467,3703865,-,cytidine deaminase,NP_217832.1,399
NC_000962.3,Rv3316,Rv3316,sdhC,3704102,3704437,+,succinate dehydrogenase cytochrome B-556 subunit,NP_217833.1,336
NC_000962.3,Rv3317,Rv3317,sdhD,3704437,3704868,+,succinate dehydrogenase hydrophobic membrane anchor subunit,NP_217834.1,432
NC_000962.3,Rv3318,Rv3318,sdhA,3705000,3706769,+,succinate dehydrogenase flavoprotein subunit,NP_217835.1,1770
NC_000962.3,Rv3319,Rv3319,sdhB,3706772,3707560,+,succinate dehydrogenase iron-sulphur protein subunit,NP_217836.1,789
NC_000962.3,Rv3320c,Rv3320c,vapC44,3707645,3708070,-,ribonuclease VapC44,NP_217837.1,426
NC_000962.3,Rv3321c,Rv3321c,vapB44,3708077,3708316,-,antitoxin VapB44,NP_217838.1,240
NC_000962.3,Rv3322c,Rv3322c,,3708441,3709052,-,methyltransferase,YP_177958.1,612
NC_000962.3,Rv3323c,Rv3323c,moaX,3709052,3709714,-,MoaD-MoaE fusion protein MoaX,YP_177959.1,663
NC_000962.3,Rv3324c,Rv3324c,moaC3,3709718,3710248,-,cyclic pyranopterin monophosphate synthase accessory protein,NP_217841.3,531
NC_000962.3,Rv3327,Rv3327,,3711749,3713458,+,transposase fusion protein,NP_217844.1,1710
NC_000962.3,Rv3328c,Rv3328c,sigJ,3713397,3714332,-,ECF RNA polymerase sigma factor SigJ,NP_217845.1,936
NC_000962.3,Rv3329,Rv3329,,3714392,3715705,+,aminotransferase,NP_217846.3,1314
NC_000962.3,Rv3330,Rv3330,dacB1,3715777,3716991,+,penicillin-binding protein DacB,NP_217847.1,1215
NC_000962.3,Rv3331,Rv3331,sugI,3717090,3718595,+,sugar-transport integral membrane protein SugI,NP_217848.1,1506
NC_000962.3,Rv3332,Rv3332,nagA,3718595,3719743,+,N-acetylglucosamine-6-phosphate deacetylase NagA,NP_217849.1,1149
NC_000962.3,Rv3333c,Rv3333c,,3719940,3720782,-,hypothetical protein,NP_217850.1,843
NC_000962.3,Rv3334,Rv3334,,3721257,3721694,+,MerR family transcriptional regulator,NP_217851.1,438
NC_000962.3,Rv3335c,Rv3335c,,3721734,3722600,-,integral membrane protein,NP_217852.1,867
NC_000962.3,Rv3336c,Rv3336c,trpS,3722624,3723631,-,tryptophan--tRNA ligase,NP_217853.1,1008
NC_000962.3,Rv3339c,Rv3339c,icd1,3724618,3725844,-,isocitrate dehydrogenase,NP_217856.1,1227
NC_000962.3,Rv3340,Rv3340,metC,3726127,3727473,+,O-acetylhomoserine sulfhydrylase,NP_217857.1,1347
NC_000962.3,Rv3341,Rv3341,metA,3727488,3728624,+,homoserine O-acetyltransferase,NP_217858.1,1137
NC_000962.3,Rv3342,Rv3342,,3728624,3729352,+,methyltransferase,NP_217859.1,729
NC_000962.3,Rv3343c,Rv3343c,PPE54,3729367,3736935,-,PPE family protein PPE54,YP_177960.1,7569
NC_000962.3,Rv3344c,Rv3344c,PE_PGRS49,3736987,3738000,-,PE-PGRS family protein PE_PGRS49,YP_177961.2,1014
NC_000962.3,Rv3345c,Rv3345c,PE_PGRS50,3738161,3742774,-,PE-PGRS family protein PE_PGRS50,YP_177962.1,4614
NC_000962.3,Rv3346c,Rv3346c,,3743201,3743455,-,transmembrane protein,NP_217863.1,255
NC_000962.3,Rv3347c,Rv3347c,PPE55,3743714,3753184,-,PPE family protein PPE55,YP_177963.1,9471
NC_000962.3,Rv3348,Rv3348,,3753765,3754253,+,transposase,NP_217865.1,489
NC_000962.3,Rv3349c,Rv3349c,,3754296,3755237,-,transposase,NP_217866.2,942
NC_000962.3,Rv3350c,Rv3350c,PPE56,3755955,3767102,-,PPE family protein PPE56,YP_177964.1,11148
NC_000962.3,Rv3351c,Rv3351c,,3767349,3768140,-,hypothetical protein,NP_217868.1,792
NC_000962.3,Rv3352c,Rv3352c,,3768225,3768593,-,oxidoreductase,NP_217869.1,369
NC_000962.3,Rv3353c,Rv3353c,,3768739,3768996,-,hypothetical protein,NP_217870.2,258
NC_000962.3,Rv3354,Rv3354,,3769111,3769497,+,hypothetical protein,NP_217871.1,387
NC_000962.3,Rv3355c,Rv3355c,,3769517,3769807,-,integral membrane protein,NP_217872.1,291
NC_000962.3,Rv3356c,Rv3356c,folD,3769807,3770649,-,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase,NP_217873.1,843
NC_000962.3,Rv3357,Rv3357,relJ,3770773,3771045,+,antitoxin RelJ,NP_217874.1,273
NC_000962.3,Rv3358,Rv3358,relK,3771045,3771299,+,toxin RelK,NP_217875.1,255
NC_000962.3,Rv3359,Rv3359,,3771344,3772531,+,oxidoreductase,NP_217876.1,1188
NC_000962.3,Rv3360,Rv3360,,3772651,3773016,+,hypothetical protein,NP_217877.1,366
NC_000962.3,Rv3361c,Rv3361c,,3773019,3773567,-,hypothetical protein,NP_217878.1,549
NC_000962.3,Rv3362c,Rv3362c,,3773577,3774155,-,ATP/GTP-binding protein,NP_217879.1,579
NC_000962.3,Rv3363c,Rv3363c,,3774139,3774504,-,hypothetical protein,NP_217880.1,366
NC_000962.3,Rv3364c,Rv3364c,,3774485,3774874,-,hypothetical protein,NP_217881.1,390
NC_000962.3,Rv3365c,Rv3365c,,3774874,3777501,-,hypothetical protein,NP_217882.1,2628
NC_000962.3,Rv3366,Rv3366,spoU,3777737,3778198,+,tRNA/rRNA methylase SpoU,NP_217883.1,462
NC_000962.3,Rv3367,Rv3367,PE_PGRS51,3778568,3780331,+,PE-PGRS family protein PE_PGRS51,YP_177965.1,1764
NC_000962.3,Rv3368c,Rv3368c,,3780338,3780979,-,oxidoreductase,NP_217885.1,642
NC_000962.3,Rv3369,Rv3369,,3780978,3781409,+,hypothetical protein,NP_217886.1,432
NC_000962.3,Rv3370c,Rv3370c,dnaE2,3781504,3784740,-,error-prone DNA polymerase,NP_217887.3,3237
NC_000962.3,Rv3371,Rv3371,,3784932,3786269,+,diacyglycerol O-acyltransferase,NP_217888.1,1338
NC_000962.3,Rv3372,Rv3372,otsB2,3786314,3787486,+,trehalose 6-phosphate phosphatase,NP_217889.1,1173
NC_000962.3,Rv3373,Rv3373,echA18,3787726,3788364,+,enoyl-CoA hydratase,NP_217890.1,639
NC_000962.3,Rv3375,Rv3375,amiD,3788621,3790045,+,amidase,NP_217892.1,1425
NC_000962.3,Rv3376,Rv3376,,3790156,3790806,+,phosphatase,NP_217893.1,651
NC_000962.3,Rv3377c,Rv3377c,,3790851,3792353,-,type B diterpene cyclase,NP_217894.1,1503
NC_000962.3,Rv3378c,Rv3378c,,3792361,3793248,-,diterpene synthase,NP_217895.1,888
NC_000962.3,Rv3379c,Rv3379c,dxs2,3793260,3794867,-,1-deoxy-D-xylulose-5-phosphate synthase,NP_217896.1,1608
NC_000962.3,Rv3382c,Rv3382c,,3796451,3797437,-,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,YP_177967.1,987
NC_000962.3,Rv3383c,Rv3383c,idsB,3797440,3798489,-,polyprenyl synthetase IdsB,NP_217900.1,1050
NC_000962.3,Rv3384c,Rv3384c,vapC46,3799246,3799635,-,ribonuclease VapC46,NP_217901.1,390
NC_000962.3,Rv3385c,Rv3385c,vapB46,3799638,3799943,-,antitoxin VapB46,NP_217902.1,306
NC_000962.3,Rv3386,Rv3386,,3800092,3800793,+,transposase,NP_217903.1,702
NC_000962.3,Rv3387,Rv3387,,3800786,3801460,+,transposase,NP_217904.1,675
NC_000962.3,Rv3388,Rv3388,PE_PGRS52,3801653,3803845,+,PE-PGRS family protein PE_PGRS52,YP_177968.1,2193
NC_000962.3,Rv3389c,Rv3389c,htdY,3803922,3804791,-,3-hydroxyacyl-thioester dehydratase HtdY,NP_217906.1,870
NC_000962.3,Rv3390,Rv3390,lpqD,3804865,3805572,+,lipoprotein LpqD,NP_217907.1,708
NC_000962.3,Rv3391,Rv3391,acrA1,3805621,3807570,+,acyl-CoA-reductase AcrA,NP_217908.1,1950
NC_000962.3,Rv3392c,Rv3392c,cmaA1,3807577,3808437,-,cyclopropane mycolic acid synthase CmaA,NP_217909.1,861
NC_000962.3,Rv3393,Rv3393,iunH,3808461,3809384,+,nucleoside hydrolase,NP_217910.1,924
NC_000962.3,Rv3394c,Rv3394c,,3809445,3811025,-,hypothetical protein,NP_217911.1,1581
NC_000962.3,Rv3395c,Rv3395c,,3811025,3811636,-,hypothetical protein,NP_217912.2,612
NC_000962.3,Rv3395A,Rv3395A,,3811719,3812342,+,membrane protein,YP_177969.1,624
NC_000962.3,Rv3396c,Rv3396c,guaA,3812504,3814078,-,GMP synthase,NP_217913.1,1575
NC_000962.3,Rv3397c,Rv3397c,phyA,3814093,3814998,-,phytoene synthase,NP_217914.1,906
NC_000962.3,Rv3398c,Rv3398c,idsA1,3815030,3816106,-,multifunctional dimethylallyltransferase/geranyltranstransferase/farnesyltranstransferase,YP_177970.1,1077
NC_000962.3,Rv3399,Rv3399,,3816129,3817172,+,S-adenosylmethionine-dependent methyltransferase,NP_217916.1,1044
NC_000962.3,Rv3400,Rv3400,,3817239,3818024,+,hydrolase,NP_217917.1,786
NC_000962.3,Rv3401,Rv3401,,3818042,3820399,+,glycosyl hydrolase,NP_217918.1,2358
NC_000962.3,Rv3402c,Rv3402c,,3820656,3821891,-,hypothetical protein,NP_217919.1,1236
NC_000962.3,Rv3403c,Rv3403c,,3822265,3823863,-,hypothetical protein,NP_217920.1,1599
NC_000962.3,Rv3404c,Rv3404c,,3823883,3824584,-,hypothetical protein,NP_217921.1,702
NC_000962.3,Rv3405c,Rv3405c,,3824705,3825268,-,HTH-type transcriptional regulator,NP_217922.1,564
NC_000962.3,Rv3406,Rv3406,,3825330,3826214,+,dioxygenase,NP_217923.1,885
NC_000962.3,Rv3407,Rv3407,vapB47,3826252,3826548,+,antitoxin VapB47,NP_217924.1,297
NC_000962.3,Rv3408,Rv3408,vapC47,3826548,3826955,+,ribonuclease VapC47,NP_217925.1,408
NC_000962.3,Rv3409c,Rv3409c,choD,3826994,3828727,-,cholesterol oxidase,NP_217926.1,1734
NC_000962.3,Rv3410c,Rv3410c,guaB3,3828786,3829910,-,oxidoreductase,NP_217927.1,1125
NC_000962.3,Rv3411c,Rv3411c,guaB2,3829933,3831519,-,inosine-5'-monophosphate dehydrogenase,NP_217928.1,1587
NC_000962.3,Rv3412,Rv3412,,3831726,3832133,+,hypothetical protein,NP_217929.1,408
NC_000962.3,Rv3413c,Rv3413c,,3832149,3833045,-,anti-sigma-D factor RsdA,NP_217930.1,897
NC_000962.3,Rv3414c,Rv3414c,sigD,3833041,3833676,-,ECF RNA polymerase sigma factor SigD,NP_217931.1,636
NC_000962.3,Rv3415c,Rv3415c,,3833697,3834521,-,hypothetical protein,NP_217932.1,825
NC_000962.3,Rv3416,Rv3416,whiB3,3834892,3835197,+,redox-responsive transcriptional regulator WhiB3,NP_217933.1,306
NC_000962.3,Rv3417c,Rv3417c,groEL1,3835275,3836891,-,chaperonin GroEL,NP_217934.1,1617
NC_000962.3,Rv3418c,Rv3418c,groES,3836989,3837288,-,chaperonin GroES,NP_217935.1,300
NC_000962.3,Rv3419c,Rv3419c,gcp,3837558,3838589,-,O-sialoglycoprotein endopeptidase,NP_217936.1,1032
NC_000962.3,Rv3420c,Rv3420c,rimI,3838589,3839062,-,ribosomal-protein-alanine acetyltransferase RimI,NP_217937.1,474
NC_000962.3,Rv3421c,Rv3421c,,3839062,3839694,-,hypothetical protein,NP_217938.1,633
NC_000962.3,Rv3422c,Rv3422c,,3839694,3840197,-,tRNA threonylcarbamoyladenosine biosynthesis protein,NP_217939.1,504
NC_000962.3,Rv3423c,Rv3423c,alr,3840197,3841420,-,alanine racemase,NP_217940.1,1224
NC_000962.3,Rv3424c,Rv3424c,,3841717,3842076,-,hypothetical protein,NP_217941.1,360
NC_000962.3,Rv3425,Rv3425,PPE57,3842239,3842766,+,PPE family protein PPE57,YP_177971.1,528
NC_000962.3,Rv3426,Rv3426,PPE58,3843036,3843731,+,PPE family protein PPE58,YP_177972.1,696
NC_000962.3,Rv3427c,Rv3427c,,3843888,3844640,-,transposase,NP_217944.1,753
NC_000962.3,Rv3428c,Rv3428c,,3844741,3845970,-,transposase,NP_217945.1,1230
NC_000962.3,Rv3429,Rv3429,PPE59,3847165,3847698,+,PPE family protein PPE59,YP_177973.1,534
NC_000962.3,Rv3430c,Rv3430c,,3847645,3848805,-,transposase,NP_217947.1,1161
NC_000962.3,Rv3430a,Rv3430a,,3848847,3848999,-,hypothetical protein,YP_009030046.1,153
NC_000962.3,Rv3432c,Rv3432c,gadB,3850375,3851754,-,glutamate decarboxylase GadB,NP_217949.1,1380
NC_000962.3,Rv3433c,Rv3433c,,3851795,3853213,-,bifunctional ADP-dependent (S)-NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,NP_217950.1,1419
NC_000962.3,Rv3434c,Rv3434c,,3853218,3853928,-,transmembrane protein,NP_217951.1,711
NC_000962.3,Rv3435c,Rv3435c,,3853942,3854793,-,transmembrane protein,NP_217952.1,852
NC_000962.3,Rv3436c,Rv3436c,glmS,3855018,3856889,-,glucosamine--fructose-6-phosphate aminotransferase,NP_217953.1,1872
NC_000962.3,Rv3437,Rv3437,,3856911,3857384,+,transmembrane protein,NP_217954.1,474
NC_000962.3,Rv3438,Rv3438,,3857397,3858236,+,hypothetical protein,NP_217955.1,840
NC_000962.3,Rv3439c,Rv3439c,,3858262,3859662,-,hypothetical protein,NP_217956.1,1401
NC_000962.3,Rv3440c,Rv3440c,,3859668,3859976,-,hypothetical protein,NP_217957.1,309
NC_000962.3,Rv3441c,Rv3441c,mrsA,3860027,3861370,-,phosphoglucosamine mutase,NP_217958.1,1344
NC_000962.3,Rv3442c,Rv3442c,rpsI,3861498,3861950,-,30S ribosomal protein S9,NP_217959.1,453
NC_000962.3,Rv3443c,Rv3443c,rplM,3861950,3862390,-,50S ribosomal protein L13,NP_217960.1,441
NC_000962.3,Rv3444c,Rv3444c,esxT,3862627,3862926,-,ESAT-6 like protein EsxT,NP_217961.1,300
NC_000962.3,Rv3445c,Rv3445c,esxU,3862950,3863264,-,ESAT-6 like protein EsxU,NP_217962.2,315
NC_000962.3,Rv3446c,Rv3446c,,3863320,3864531,-,hypothetical protein,NP_217963.1,1212
NC_000962.3,Rv3447c,Rv3447c,eccC4,3864531,3868238,-,ESX-4 secretion system protein EccC4,NP_217964.1,3708
NC_000962.3,Rv3448,Rv3448,eccD4,3868352,3869752,+,ESX-4 secretion system protein EccD4,NP_217965.1,1401
NC_000962.3,Rv3449,Rv3449,mycP4,3869752,3871116,+,membrane-anchored mycosin,NP_217966.1,1365
NC_000962.3,Rv3450c,Rv3450c,eccB4,3871087,3872496,-,ESX-4 secretion system protein EccB4,NP_217967.1,1410
NC_000962.3,Rv3451,Rv3451,cut3,3872617,3873402,+,cutinase,NP_217968.2,786
NC_000962.3,Rv3452,Rv3452,cut4,3873452,3874129,+,cutinase,NP_217969.1,678
NC_000962.3,Rv3455c,Rv3455c,truA,3876055,3876822,-,tRNA pseudouridine synthase A,NP_217972.3,768
NC_000962.3,Rv3456c,Rv3456c,rplQ,3876893,3877432,-,50S ribosomal protein L17,NP_217973.1,540
NC_000962.3,Rv3457c,Rv3457c,rpoA,3877467,3878507,-,DNA-directed RNA polymerase subunit alpha,NP_217974.1,1041
NC_000962.3,Rv3458c,Rv3458c,rpsD,3878662,3879264,-,30S ribosomal protein S4,NP_217975.1,603
NC_000962.3,Rv3459c,Rv3459c,rpsK,3879276,3879692,-,30S ribosomal protein S11,NP_217976.1,417
NC_000962.3,Rv3460c,Rv3460c,rpsM,3879699,3880070,-,30S ribosomal protein S13,NP_217977.1,372
NC_000962.3,Rv3461c,Rv3461c,rpmJ,3880289,3880399,-,50S ribosomal protein L36,NP_217978.1,111
NC_000962.3,Rv3462c,Rv3462c,infA,3880435,3880653,-,translation initiation factor IF-1,NP_217979.1,219
NC_000962.3,Rv3463,Rv3463,,3880907,3881761,+,hypothetical protein,NP_217980.1,855
NC_000962.3,Rv3464,Rv3464,rmlB,3881837,3882829,+,"dTDP-glucose 4,6-dehydratase",NP_217981.1,993
NC_000962.3,Rv3465,Rv3465,rmlC,3882834,3883439,+,"dTDP-4-dehydrorhamnose 3,5-epimerase",NP_217982.1,606
